idFrame,idEntity,entry,definition
752,3937,"Successfully_communicate_message","A #Communicator speaks to an #Addressee in such a way that the #Addressee understands and fully appreciates the truth and/or relevance of the #Message.


<ex> Marred by overblown writing , [this first novel by Wilbur Smith 's wife|Medium] effectively [conveys|Target] [some of South Africa 's problems|Message] .[INI|Add]</ex>

<ex>[He|Communicator] [conveys|Target] vividly the absurdity of a situation , but he is incurious about the underlying processes which shape it. [INI|Add]</ex>

<ex>[We|Communicator]'ve got to [get|Target] [the message|Message] [through|Target] [to them|Add] [before they become sexually active|Time].</ex>

<ex>Have you been using PowerPoint (PPT) for years and feel [you|Communicator] don't [always|Time] [get|Target] [your point|Message] [across|Target] [to the audience|Addressee]?</ex>

<ex>It 's impossible to [convey|Target] [how lost I felt|Message]. [CNI|Communicator]  [INI|Add]</ex>

<ex>But , alas , [the printed word|Medium] can not [adequately|Adequacy] [convey|Target] [the panting , gasping misery of this particular torment|Message]. [INI|Add]</ex>"
410,3595,"Surrendering","In this frame a #Fugitive presents himself or herself to the #Authorities to be subject to the criminal process. <ex> [The bank robber|Fugitive] [surrendered|Target] [to Berkeley police|Authorities]. </ex> <ex> [Norte|Fugitive] is expected to [surrender|Target] [to police|Authorities] [tomorrow|Time] [on tax fraud charges|Charges] . </ex>"
1199,4384,"Surrounding","A #Figure surrounds a #Ground.  The #Ground location is presented as more likely to be a known location than the location of the #Figure. Some lexical units entail more-or-less complete surrounding in two or three dimensions (e.g. surround.v), while others entail surrounding on only two sides (e.g. astride.prep, straddle.v).  Like other locative relations, the #Figure may be any of a movable entity, an immovable entity, or an event.

<ex>[The hand|Figure] [around|Target] [the sword-hilt|Ground] was no less impressive than the sword .</ex>
<ex>[The drug war|Figure] [straddles|Target] [the border of the US and Mexico|Ground] .</ex>

This frame resembles the Abounding_with frame, in that both involve a #Figure """"covering"""" some #Ground, but the Surrounding frame differs in that the #Profiled_region is not coextensive with the #Ground, as it is in the Adorning frame, and, in fact, unusually for a locative relation, the #Ground entity is normally smaller than the #Figure.  For this reason, the verbs of this frame are often used in the passive (restoring the normal relationship of stative subjects to oblique elements).
<ex></ex>
In addition to several lexical units of this frame originating as metaphorical extentions of much more specific posture descriptions (straddle.v, astride.prep), this frame is itself used in a productive metaphor, involving abstract entities metaphorically """"impinging"""" on other entities (in terms of derivative similarity, control, etc.), as in the following:
<ex>that led to Dolce and Gabbana to [base their autumn/winter D and G collection|Figure] [around|Target] [her style|Ground] in 2008</ex>
<ex>But he discovered that [the literary world|Ground] was a battlefield— mined with hatred, [rimmed|Target] [with snipers|Figure]. </ex>
<ex>[Countless legends|Figure] sprung up [around|Target] [the knight|Ground].</ex>

Common abstract entities that serve as #Figure include emotions ('the hopelessness [surrounding|Target] them'), as well as theories, arguments, and collective philosophies ('Ageism [surrounds|Target] us, but passes largely unnoticed').
This metaphor arises from the normal invited implicature of this frame that the #Figure may physically impinge on the #Ground, either protecting it, or limiting its motion, or even supporting it."
411,3596,"Suspicion","A person or group, the #Authority, believes that another person, the #Suspect is a participant in a criminal #Incident.

<ex>[The police|Authority] [suspect|Target] [Noah Rogers|Suspect] [of aiding the robbery last night at Shop-n-drive|Incident].</ex>"
566,3751,"Take_place_of","A #New filler occupies a #Role or serves a #Function after the #Old filler ceases to occupy the position.  In many cases, the #Role or #Function is implicit.


<ex>[Gas|new] can [substitute|Target] [entirely|deg] [for petrol|old].</ex>
<ex>Sometime in the 1880s [gas|new] [replaced|Target] [oil|old] [for manufacturing fuel|fun].</ex>
<ex>[Twelve years later|tim], [oil|new] [replaced|Target] [coal|old] [as the energy of choice|rol].</ex>
<ex>[Honey|New] can [replace|Target] [sugar|Old] [in this recipe|Textual_location].</ex>"
609,3794,"Taking_sides","A #Cognizer has a relatively fixed positive or negative point of view towards an #Issue.  A #Side in a debate concerning an #Issue or an #Action of a #Side may stand in for the #Issue.  The #Cognizer's #Degree of alignment may also be specified.

<ex>In interviews , it seems like [everyone|cog] <m>is</m> [completely|deg] [against|Target] [this expenditure|iss] .</ex>
"
1599,2726656,"Temporal_deixis","Temporal_deixis"
515,3700,"Temporal_pattern","A salient #Subevent has a #Pattern of recurrence within a larger #Process.


<ex>Tony's fingers tapped [rhythmically|Target] on the keyboard</ex>

"
654,3839,"Temporal_subregion","A #Subpart of a #Time_period is picked out.  In some cases, the part (as opposed to the entire #Time_period) may be described by a #Subpart_property.  The #Time_period may be indicated by an event which takes place during the #Time_period.

<ex>I nearly kicked my TV this afternoon after watching the [shambolic|subpp] [[end|subpar]|Target] [of the Austrian Grand-Prix|tim] .</ex>
<ex>Jack Yan looks at how the branding profession will be affected in the [[early|Target]|subpar] [2000s|tim] by globalization .</ex>
<ex>The [late|Target] [part|Subpart] of the afternoon is the worst time to get things done .</ex>
"
680,3865,"Terms_of_agreement","A condition that is set out in an #Agreement imposes #Requirements on a #Party or parties, with respect to some #Regulated_entity. If the conditions are not met, the #Agreement as a whole ceases to be valid or, more specifically, a #Desired_state_of_affairs cannot occur. (The #Desired_state_of_affairs typically is an interaction between the parties that benefits one or both sides.)


<ex>Breach of contract occurs where one of the parties fails to perform any one of the [contract|Agreement] [terms|Target] .</ex>
<ex>Breach of contract occurs where one of the parties fails to perform any one of the contract [[terms|Target]|req] .</ex>

<ex>[What|req] <m>are</m> [your|par] [conditions|Target] [for a peaceful settlement?|Desired_state_of_affairs]</ex>

<ex>Please read [our|par] [Conditions|Target] [of Sale|des] carefully</ex>
<ex>Please read our [[Conditions|Target]|req] of Sale carefully</ex>

<ex>We will verify compliance with the [financial|reg] [terms|Target] [of the contract|Agreement].</ex>
<ex>We will verify compliance with the financial [[terms|req]|Target] of the contract.</ex>

<ex>The Engineering Division has violated the [seniority|reg] [provision|Target] [of the collective bargaining agreement.|Agreement]</ex>
<ex>The Engineering Division has violated the seniority[ [provision|req]|Target] of the collective bargaining agreement.</ex>"
790,3975,"Terrorism","A #Terrorist commits a violent or otherwise harmful #Act upon a #Victim in order to coerce or terrorize a government or populace. The #Act may be committed in particular for political or ideological reasons, and is often directed at civilians, as opposed to government or military officials. It is most often in violation of one or many laws.

<ex>[Their|Terrorist] [[terrorism|Target]|Act] [against civilians|Victim] will not be tolerated.</ex>"
1491,1554550,"test",""
1044,4229,"Thermodynamic_phase","This frame describes the attributes of a thermodynamic #Phase of #Matter.
<ex></ex>
<ex>The [molten|Phase] [state|Target][of the lava|Matter].</ex>"
1186,4371,"Timetable","A #Timetable of #Events is a mental object deliberately created, modified or kept by a #Cognizer. The #Timetable is often modified by an adjective depicting a #Period_of_iterations or a dependent noun expressing the #Events of the #Timetable.

Note that this frame does not include the physical representation of a timetable.

<ex></ex>
As of now this frame does not have an inheritance relationship, but in the future a *Mental_object frame will be developed from which Timetable will inherit.
<ex></ex>

<ex>Changes to [an employee's|Cog] [work|Events] [[schedule|tt]|Target] should generally be approved prior to the change actually occuring.</ex>

<ex>[The science students|Cog] <m>had</m> [very full|Descriptor] [[timetables|tt]|Target]; these consisted mainly of lectures, with some lab sessions and problem classes or tutorials.</ex>"
945,4130,"Tolerating","The words in this frame describe an #Experiencer's feelings of tolerating with respect to some #Content. An #Explanation for the toleration may also be expressed.  Although the #Content may refer to an actual, current state of affairs, quite often it refers to a general situation which causes the emotion.

<ex> [He|Experiencer] could not [tolerate|Target] [the smell of coconut|Content] . </ex>"
343,3528,"Topic","A stretch of linguistic discourse or a #Text that a #Communicator produces has a #Topic that it is about.

<ex>[Chapter 5|Text] [discusses|Target] [the issue of transubstantiation|Topic].</ex>
<ex>[Smither's essay|Text] is [about|Target] [plane spotting|Topic].</ex>
<ex> [Ostrovsky|Communicator] [addresses|Target] [monetary policy|Topic] [in Chapter 5|Text].</ex>
<ex>[This book|Text] is [mostly|Degree] [about|Target] [particle physics|Topic].</ex>"
