lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
"dona de casa","dona de casa",homemaker,8,"FN: uma pessoa que administra o lar de sua própria família, especialmente como principal ocupação"
"apanhador de bolas","apanhador de bolas","ball boy",8,"Apanhador de bolas quando essas bolas deixam o campo. Em clubes e estabelecimentos esportivos, funcionário responsável pelas bolas."
rebatedora,rebatedora,"ball girl",8,"apanhador de bolas quando essas bolas deixam o campo. Em clubes e estabelecimentos esportivos, funcionário responsável pelas bolas."
"vendedor ambulante","vendedor ambulante",hawker,8,"Uma pessoa que vende comida empurrando um carrinho pelas ruas."
guarda-caça,guarda-caça,ghillie,8,"A ocupação escocesa popular que cuida da terra para as pessoas ricas."
"soletrar errado","soletrar errado",misspell,16,"COD: errar na ortografia"
"pronunciar mal","pronunciar mal",mispronounce,16,"COD: pronunciar mal."
"fazer conhecimento","fazer conhecimento","make acquaintance",17,"FN: primeiro encontro"
depravado,depravado,reprobate,8,"COD: uma pessoa sem escrúpulos."
"maçã podre","maçã podre","bad apple",8,"COD: uma pessoa corrupta em um grupo, provavelmente tendo uma influência prejudicial nos outros"
malfeitor,malefator,malefactor,8,"COD: uma pessoa que comete um crime ou algum outro erro."
delinquente,delinquente,delinquent,8,"FN: uma (geralmente jovem) pessoa que demonstra ou é caracterizada por uma tendência a cometer crimes"
vietnamês,vietnamês,vietnamese,1,"COD: de ou relacionado ao Vietnã, seu povo ou sua língua."
"originar-se de","originar-se de","come from",16,"FN: originário de um lugar especificado"
inocência,innocência,innocence,8,"FN: liberdade de envolvimento voluntário em um crime ou ofensa específica"
"sangue nas mãos","sangue nas mãos","blood on hands",8,"FN: culpa, especialmente por ter causado morte ou lesão."
encarcerar,incarcerar,incarcerate,16,"COD: prender ou confinar."
"marca registrada","marca registrada",trademark,8,"FN: uma característica distinta"
padrão,padrão,vanilla,1,"COD: sem recursos ou funcionalidades extras."
utilizar,utilize,use,16,"COD: tomar, manter ou implantar como meio de alcançar ou conseguir algo."
aproveitar-se,Aproveitar-se,"avail oneself",16,"COD: usar ou aproveitar."
utilizar,utilize,utilise,16,"COD: faça uso prático e eficaz de."
"colega de casa","colega de casa",housemate,8,"FN: Uma pessoa que ocupa a mesma casa, apartamento ou flat de outra"
"tomar parte","tomar parte","take part",16,"COD: participar ou estar envolvido em uma atividade."
surrepticioso,Surrepticioso,surreptitious,1,"COD: oculto ou clandestino"
"não classificado","não classificado",unclassified,1,"FN: não designado oficialmente como secreto."
"revelar o segredo","revelar o segredo","spill beans",16,"COD: revelar informações confidenciais inadvertidamente ou de forma descuidada."
"deixar escapar","deixar escapar","let slip",16,"FN: revelar ou divulgar informações secretas."
revelar,revelar,"tip hand",17,"FN: revelar inadvertidamente"
confessar,Confessa!,"fess up",16,"Admitir informação"
"deixar escapar","deixar escapar","let on",16,"FN: divulgar informações"
"décimo oitavo","décimo oitavo",eighteenth,8,"A entidade na décima oitava posição."
"de acordo com","de acordo com","according to",2,"COD: conforme declarado por ou em."
"de autoridade","de autoridade","on authority",17,"FN: Com base na declaração (de)."
"pôr fim a","Pôr fim a","put an end to",16,"FN: causar para acabar."
"acabar com","Acabar com","do away with",16,"FN: pôr termo a algo"
excluindo,excluindo,excluding,2,"COD: não levando em conta; exceto."
inclusive,inclusive,inclusive,1,"COD: contendo (um elemento especificado) como parte de um todo."
incluindo,incluindo,including,2,"COD: contendo parte do todo considerado."
"além de","Além de","other than",17,"Além de, exceto, excluindo essa instância."
supérfluo,supérfluo,extra,8,"Não necessário."
"não processado","não processado",unprocessed,1,"FN: não tendo sido processado."
prerrolado,prerrolado,pre-rolled,1,"O estado de ser feito em um rolo anteriormente."
venenoso,venenosos,poisonous,1,"COD: produzindo ou da natureza de veneno"
incumbente,incumbente,incumbent,1,"COD: necessário para (alguém) como dever ou responsabilidade"
vinculante,vinculante,binding,1,"COD: (de um acordo) que envolve uma obrigação contratual"
mudar,muda,switch,16,"COD: troca."
dentro,dentro,inside,2,"No limite de (a região perfisada)"
"fora do perímetro","fora do perímetro","outside the wire",3,"FN: fora de uma base militar em uma região de combate."
"no exterior","no exterior",abroad,3,"Fora da localização atual."
"taxa de câmbio","taxa de câmbio","exchange rate",8,"A taxa para trocar moeda de um país por moeda de outro."
"taxa de câmbio","taxa de câmbio","currency conversion rate",8,"O valor de uma unidade da moeda de câmbio em relação a outra unidade da moeda de câmbio;"
"em ordem","em ordem","in order",1,"FN: em um estado de ser funcional"
despir-se,despir-se,"strip off",16,"FN: tirar a roupa (roupa), geralmente deixando o usuário visivelmente de roupas mínimas."
fantasiar-se,fantasiar-se,"dress up",16,"COD: vestir-se de forma elegante ou formal, ou em um figurino especial."
"vestir rapidamente","vestir rapidamente","throw on",16,"FN: vestir rapidamente (roupas)."
"dar branco","dar branco","draw blank",16,"FN: falha em lembrar"
"olhar para trás","olhar para trás","look back",16,"FN: evocar uma experiência passada"
reminiscer,reminiscer,reminisce,16,"FN: estar envolvido em recordação agradável de eventos passados."
certificar-se,certificar-se,"make sure",16,"COD: confirmar ou garantir."
"não confirmado","Não confirmado",unconfirmed,1,"FN: ainda não validado."
epônimo,epônimo,eponymous,1,"FN: ser um eponímo de"
termo,termos,term,8,"COD: uma palavra ou frase usada para descrever um objeto ou expressar um conceito"
examinar,examine,examine,16,"COD: inspecionar de perto para determinar a natureza ou condição de; investigar profundamente"
"sem corte","sem corte",blunt,1,"COD: sem ponta ou borda afiada."
"testar em voo","testar em voo",flight-test,16,"COD: para testar durante o voo"
colidir-se,colidir-teste,crash-test,16,"COD: colidir deliberadamente um (novo veículo) sob condições controladas para avaliar e melhorar sua capacidade de suportar o impacto"
"teste de voo","teste de voo",flight-testing,8,"FN: o ato de testar o funcionamento de algo enquanto está em voo"
"teste de voo","teste de voo","flight test",8,"COD: um voo de um avião ou foguete para testar seu funcionamento."
"testar em voo","testar em voo","flight test",16,"COD: para testar durante o voo"
abster-se,abster-se,abstain,16,"COD: refrear-se de fazer algo"
abster-se,abster-se,forbear,16,"COD: abster-se de fazer algo."
abster-se,abster-se,refrain,16,"COD: impedir-se de fazer algo."
"viver sem","viver sem","do without",16,"FN: restringir-se de participar em algo"
abster-se,abster-se,"go without",16,"FN: contenha-se de participar de algo"
"a favor","a favor",pro,3,"A favor de."
"a favor","a favor","in favor",2,"COD: em apoio ou a favor de."
"no meio","no meio",between,3,"Uma entidade que está no meio de dois lados."
plutônio,Plutônio,plutonium,8,"COD: o elemento químico de número atômico 94, um metal radioativo denso e prateado da série dos actinídeos, utilizado como combustível em reatores nucleares e como explosivo em armas nucleares de fissão."
"torta amarela","torta amarela",yellowcake,8,"COD: óxido de urânio impuro obtido durante o processamento da minério de urânio."
olíbano,Olíbano,frankincense,8,"FN: uma resina de cheiro doce usada em incenso e perfumes."
"agente causativo","agente causativo","causative agent",8,"FN: uma substância capaz de causar um efeito específico."
incapacitante,incapacitante,incapacitant,8,"COD: uma substância capaz de incapacitar temporariamente uma pessoa sem machucá-la ou matá-la."
defesa,defesas,defenses,8,"COD: fortificações contra ataque."
biodefesa,biodefesa,biodefense,8,"FN: defesa especificamente preocupada com agentes biológicos"
"próxima geração","próxima geração","next generation",1,"FN: Pertencente à próxima etapa de avanço"
"baixa tecnologia","baixa tecnologia",low-tech,1,"COD: envolvido em ou empregando baixa tecnologia."
"de alta tecnologia","de alta tecnologia",high-tech,1,"FN: utiliza tecnologia avançada ou de ponta"
finança,finanças,finance,8,"FN: a gestão de dinheiro, especialmente no que diz respeito a governos e grandes empresas."
"cubo de caldo","Cubo de caldo","bullion cube",8,"Um cubo de extrato de carne temperada evaporada."
"caldo em cubo","caldo em cubo","dried soup",8,"Um cubo de caldo ou de estoque é um caldo desidratado ou de estoque formado em um pequeno cubo com cerca de 15 mm de largura."
"açúcar refinado","açúcar refinado","refined sugar",8,"Um carboidrato cristalino branco usado como adoçante e conservante;"
"cubos de açúcar","cubos de açúcar","sugar lumps",8,"Um carboidrato cristalino branco usado como adoçante e conservante;"
h2o,H2O,h2o,8,"Composto binário que ocorre à temperatura ambiente como um líquido claro incolor sem cheiro nem sabor; congela em gelo abaixo de 0 graus centígrados e ferve acima de 100 graus centígrados; amplamente utilizado como solvente;"
"óleo de palma","Óleo de palma","palm oil",8,"Óleo de nozes de palmeiras oleaginosas, especialmente a palmeira-de-óleo africana."
"bacalhau seco","bacalhau seco","salt cod",8,"O peixe (ou semelhante a ele) cortado e curado ao ar livre sem sal; Peixe não salgado, especialmente o bacalhau, seco pelo sol e vento."
"bacalhau seco","bacalhau seco","dried cod",8,"Camarão preservado em sal; deve ser dessalado e esfarelado por imersão em água e amassamento; usado, por exemplo, em bolinhos de camarão;"
"banha picada","banha picada","minced lard",8,"Gordura semissólida macia obtida pelo renderização do tecido adiposo do porco;"
"grão de cacau","grão de cacau","cocoa bean",8,"Sementes da árvore de cacau; grãos torrados moídos são fonte de chocolate;"
umbu-cajá,umbu-cajá,"yellow mombin",8,"Pêssego-do-mar é um nome comum para várias plantas que produzem frutas comestíveis, e pode se referir a;Spondias mombin ou Spondias purpurea var."
"carne seca","carne seca","dried meat",8,"A carne seca é um ingrediente presente em diversas culinárias ao redor do mundo."
"carne de cordeiro","carne de cordeiro",sheepmeat,8,"Ovelha; carne de cordeiro ou ovelha usada como alimento; a carne de uma jovem ovelha doméstica comida como alimento;"
"carne seca","carne seca","jerked meat",8,"Carne (especialmente bovina) cortada em tiras e seca ao sol;"
"sólidos de cacau","sólidos de cacau","cocoa solids",8,"As solidas de cacau são uma mistura de muitas substâncias restantes após a extração da manteiga de cacau dos grãos de cacau."
"chocolate quente","chocolate quente","hot chocolate",8,"Uma bebida feita de cacau em pó e leite e açúcar; geralmente tomada quente;"
"chocolate quente","chocolate quente","drinking chocolate",8,"Uma bebida feita de cacau em pó e leite e açúcar; geralmente bebida quente;"
"queijo guinchante","Queijo guinchante","squeaky cheese",8,"Queijo curd na culinária, ou cozimento, são as partes sólidas do leite azedo, seja comido sozinho ou usado em vários pratos regionais, principalmente no leste do Canadá e nos estados nordeste e sudoeste dos EUA."
"semente de coentro","Semente de coentro","coriander seed",8,"Sementes de coentro secas usadas inteiras ou moídas;"
"osso da costela","osso da costela","rib bone",8,"Nas anatomia dos vertebrados, as costelas são os ossos longos e curvados que formam a caixa;"
citrange,citrange,clove,8,"Híbrido entre a laranja do Japão e o limão;"
"lombo de porco","lombo de porco","pork loin",8,"As coxas são as laterais entre as costelas inferiores e o quadril, e a parte inferior das costas."
"pimenta malagueta","pimenta malagueta","chili pepper",8,"Qualquer fruto de uma planta do gênero botânico Capsicum, notado por seu sabor picante e ardente devido à presença de capsaicina; um pimentão vermelho e apimentado usado para temperar pratos, e para fins medicinais."
jalapenho,jalapenho,jalapeno,8,"Pimenta de porte muito quente e com caules longos e finos; geralmente vermelha;"
"molho de pimenta","molho de pimenta","chili sauce",8,"Tempere pungente da baga da planta de pimenta comum do leste da Índia; use inteiro ou moído;"
"sanduíche de cachorro-quente","sanduíche de cachorro-quente",hotdog,8,"Uma salsicha de textura macia de carne moída de vaca ou porco normalmente defumada; geralmente servida em um pão"
sapodilha,sapodilha,sapodilla,8,"Grande árvore americana tropical sempre-viva que produz chiclete e frutas comestíveis; às vezes colocada no gênero Achras;"
"farinha de tapioca","farinha de tapioca","tapioca flour",8,"Um amido sem sabor, incolor e inodoro extraído da raiz da espécie de planta Manihot esculenta."
"vegetais para salada","vegetais para salada","salad vegetables",8,"Sementes comestíveis ou raízes ou caules ou folhas ou bulbos ou tubérculos ou frutos não doces de qualquer uma das numerosas plantas herbáceas;"
